date,time,hive,,solar radiation(J/m2)(1min mean)(5minn),wind speed(m/s)(1min mean)(5minn),temperature(1min mean)(5minn),precipitation(mm)(1min mean)(5minn),outdoor temperature,indoor temperature (top),indoor temperature (mid),heat up,heating level,weather,opening,,note,number of outport,number of bees,average number of bee,number of import,number of bring pollen,remove,,weight of pollen (1hr),individual efficiency,remove16
2020/11/4,10:00,A,,13.55,1.35,22.8,0,24.1,32.1,33.6,1,high,rainy,battery,,,91,8560,0.0106,295,,,,1.07476,0.011810589,
2020/11/4,10:00,B,,12.02,1.55,22.68,0,24.1,29.1,33.1,0,,rainy,,,,168,7634,0.022,335,,,,0.11924,0.00070974,
2020/11/4,12:00,A,,34.55,1.85,23.72,0,25.1,33.1,34.1,1,high,cloudy,,,,449,8560,0.0525,372,,,,1.09058,0.002428913,
2020/11/4,12:00,B,,34.55,1.85,23.72,0,25.1,30.6,33.6,0,,cloudy,,,,377,7634,0.0494,,,,,0.1872,0.000496552,
2020/11/4,14:00,A,,15.9,1.38,23.18,0,25.1,33.6,35.1,1,high,cloudy,,,,208,8560,0.0243,,,,,0.36535,0.001756469,
2020/11/4,14:00,B,,16.22,1.42,23.2,0,25.1,31.1,33.6,0,,cloudy,,,,213,7634,0.0279,,,,,0.22342,0.001048912,
2020/11/4,16:00,A,,4.43,1.08,22.27,0,23.1,33.1,34.6,1,high,cloudy,,,,368,8560,0.043,308,,,,,,
2020/11/4,16:00,B,,4.43,1.08,22.27,0,23.1,30.1,33.1,0,,cloudy,,,,351,7634,0.046,397,,,,,,
2020/11/5,06:00,A,,0.18,0.78,21,0,22.1,26.1,34.1,0,,cloudy,,,,848,8739,0.097,,,,,5.31765,0.006270814,
2020/11/5,06:00,B,,0.18,0.78,21,0,21.6,26.6,33.6,1,high,cloudy,battery,,,704,7794,0.0903,,,,,1.42815,0.002028622,
2020/11/5,07:00,A,,3.37,0.83,21.32,0,22.1,27.6,34.1,0,,cloudy,,,,465,8739,0.0532,,,,,3.31944,0.007138581,
2020/11/5,07:00,B,,3.37,0.83,21.32,0,22.1,31.1,34.6,1,high,cloudy,,,,437,7794,0.0561,,,,,0.64848,0.001483936,
2020/11/5,08:00,A,,6.33,1.02,22.47,0,23.1,28.6,34.1,0,,cloudy,,,,314,8739,0.0359,306,,,,2.02968,0.006463949,
2020/11/5,08:00,B,,6.48,0.95,22.45,0,23.35,32.6,34.6,1,high,cloudy,,,,270,7794,0.0346,,,,,0.32568,0.001206222,
2020/11/5,09:00,A,,10.28,0.93,23.37,0,24.6,30.6,34.6,0,,overcast,,,,152,8739,0.0174,216,,,,1.39548,0.009180789,
2020/11/5,09:00,B,,10.82,0.93,23.38,0,24.6,33.6,34.6,1,high,overcast,,,00:03~,160,7794,0.0205,227,,,,0.19524,0.00122025,
2020/11/5,10:00,A,,8.92,1.2,23.6,0,25.1,31.1,34.1,0,,rainy,,,,130,8739,0.0149,199,,,,0.83749,0.006442238,
2020/11/5,10:00,B,,8.48,1.13,23.57,0,25.35,34.1,35.1,1,high,rainy,,,00:03~,98,7794,0.0126,160,,,,0.14362,0.001465492,
2020/11/5,12:00,A,,20.17,1.17,24.47,0,27.1,31.6,34.6,0,,overcast,,,,444,8739,0.0508,,,,,1.28602,0.002896437,
2020/11/5,12:00,B,,19.43,1.17,24.45,0,27.6,34.1,35.1,1,high,overcast,,,,295,7794,0.0379,,,,,0.16402,0.000555994,
2020/11/5,14:00,A,,4.75,1.02,23.3,0,25.1,32.1,34.6,0,,overcast,,,,194,8739,0.0222,142,,,,0.89607,0.004618932,
2020/11/5,14:00,B,,4.77,0.97,23.3,0,25.1,34.1,35.1,1,high,overcast,,,,328,7794,0.0421,,,,,0.14405,0.000439191,
2020/11/5,16:00,A,,1.37,0.53,23.2,0,24.6,31.1,34.6,0,,overcast,feeding(pollen)/battery,,,287,8739,0.0328,,,,,,,
2020/11/5,16:00,B,,1.37,0.53,23.2,0,24.6,34.1,34.1,1,high,overcast,feeding(pollen)/battery,,,463,7794,0.0594,,,,,,,
2020/11/6,06:00,A,,0.15,1.02,23.28,0,24.1,30.6,34.6,1,high,cloudy,battery,,,732,8918,0.0821,,,,,4.12245,0.005631762,
2020/11/6,06:00,B,,0.15,1.02,23.28,0,24.1,30.1,34.6,0,,cloudy,,,,484,7954,0.0608,,,,,1.00005,0.002066219,
2020/11/6,07:00,A,,2.37,0.85,23.78,0,24.6,33.6,35.6,1,high,cloudy,,,,640,8918,0.0718,,,,,2.40684,0.003760688,
2020/11/6,07:00,B,,2.37,0.85,23.78,0,24.6,31.1,35.6,0,,cloudy,,,,557,7954,0.07,,,,,0.71784,0.001288761,
2020/11/6,08:00,A,,10.4,1.05,25.37,0,26.6,34.6,36.1,1,high,cloudy,,,,366,8918,0.041,,,,,2.30016,0.00628459,
2020/11/6,08:00,B,,10.4,1.05,25.37,0,26.1,31.6,35.6,0,,cloudy,,,,393,7954,0.0494,,,,,0.5178,0.001317557,
2020/11/6,09:00,A,,28.38,1.23,28.08,0,28.1,35.6,36.1,1,high,sunny,,,,354,8918,0.0397,,,,,3.12612,0.008830847,
2020/11/6,09:00,B,,28.78,1.23,28.13,0,28.1,33.6,35.6,0,,sunny,,,,438,7954,0.0551,,,,,2.07456,0.004736438,
2020/11/6,10:00,A,,27.75,1.12,29.55,0,30.1,37.1,37.1,1,high,cloudy,battery,,,219,8918,0.0246,,,,,0.91298,0.004168867,
2020/11/6,10:00,B,,27.55,1.12,29.52,0,30.6,34.1,36.1,0,,cloudy,,,,374,7954,0.047,,,,,0.89384,0.002389937,
2020/11/6,12:00,A,,19.7,0.97,27.85,0,29.1,37.1,36.6,1,high,cloudy,,,,214,8918,0.024,,,,,0.18595,0.000868904,
2020/11/6,12:00,B,,19.7,0.97,27.85,0,29.6,34.6,35.6,0,,cloudy,,,,183,7954,0.023,,,,,0.11465,0.000626528,
2020/11/6,14:00,A,,25.67,1.4,29.43,0,30.6,37.1,36.6,1,high,sunny,,,,214,8918,0.024,,,,,0.91991,0.004298641,
2020/11/6,14:00,B,,25.13,1.55,29.45,0,30.6,35.1,36.1,0,,sunny,,,,347,7954,0.0436,,,,,0.3864,0.001113545,
2020/11/6,16:00,A,,6.55,0.97,28.53,0,29.6,37.35,36.1,1,high,cloudy,battery,,00:05,299,8918,0.0335,,,,,,,
2020/11/6,16:00,B,,6.55,0.97,28.53,0,29.6,34.35,35.6,0,,cloudy,battery,,,338,7954,0.0425,,,,,,,
2020/11/7,06:00,A,,0.5,0.47,26.3,0,26.6,32.6,35.1,0,,cloudy,,,,951,9098,0.1045,,,,,8.9061,0.009364984,
2020/11/7,06:00,B,,,,,0,26.1,32.1,35.1,1,high,cloudy,battery,,,,8114,0,,,,,3.69465,,
2020/11/7,07:00,A,,4.02,0.42,26.2,0,26.6,33.6,35.6,0,,cloudy,,,,452,9098,0.0497,,,,,3.02472,0.006691858,
2020/11/7,07:00,B,,,,,0,27.1,34.1,36.1,1,high,cloudy,,,,,8114,0,,,,,0.99972,,
2020/11/7,08:00,A,,6.22,0.37,27.53,0,27.6,34.1,35.6,0,,cloudy,,,,340,9098,0.0374,,,,,1.70544,0.005016,
2020/11/7,08:00,B,,,,,0,27.6,35.6,36.1,1,high,cloudy,,,,,8114,0,,,,,0.33444,,
2020/11/7,09:00,A,,29.68,0.9,29.68,0,29.1,34.6,35.6,0,,sunny,,,,219,9098,0.0241,,,,,1.7424,0.007956164,
2020/11/7,09:00,B,,,,,0,29.6,36.1,36.1,1,high,sunny,,,,,8114,0,,,,,0.4518,,
2020/11/7,10:00,A,,25.93,0.87,29.75,0,30.1,34.6,35.6,0,,sunny,,,,188,9098,0.0207,,,,,1.65131,0.008783559,
2020/11/7,10:00,B,,,,,0,30.1,36.1,36.1,1,high,sunny,battery,,,,8114,0,,,,,0.38029,,
2020/11/7,12:00,A,,37.95,1.13,30.9,0,32.6,36.6,36.6,0,,cloudy,,,,160,9098,0.0176,,,,,1.33805,0.008362841,
2020/11/7,12:00,B,,,,,0,32.1,37.1,36.6,1,high,cloudy,,,,,8114,0,,,,,0.27758,,
2020/11/7,14:00,A,,15.8,0.73,29.6,0,31.6,36.1,36.1,0,,cloudy,,,,192,9098,0.0211,,,,,1.27265,0.006628409,
2020/11/7,14:00,B,,,,,0,31.6,37.6,36.6,1,high,cloudy,,,,,8114,0,,,,,0.2424,,
2020/11/7,16:00,A,,1.75,1.3,27.53,0,28.6,35.1,35.6,0,,overcast,ibutton,,,250,9098,0.0275,,,,,,,
2020/11/7,16:00,B,16:01,1.95,1.25,27.72,0,29.1,37.1,36.1,1,high,overcast,ibutton/battery,,,338,8114,0.0417,,,,,,,
2020/11/9,06:00,A,,0.1,1.27,20.27,0,21.1,26.1,35.1,0,,overcast,,,,,,,,,,,2.42115,,
2020/11/9,06:00,B,,0.1,1.2,20.28,0,21.1,28.6,33.1,1,high,overcast,battery,,,,,,,,,,2.4681,,
2020/11/9,07:00,A,,1.7,1.3,20.3,0,21.1,27.1,35.1,0,,overcast,,,,,,,,,,,2.85228,,
2020/11/9,07:00,B,,1.75,1.32,20.3,0,21.1,30.1,35.1,1,high,overcast,,,,,,,,,,,0.90564,,
2020/11/9,08:00,A,,3.98,1.45,20.3,0,21.6,28.6,35.1,0,,overcast,,,,,,,,,,,1.7808,,
2020/11/9,08:00,B,,3.98,1.37,20.3,0,21.6,30.6,35.1,1,high,overcast,,,,,,,,,,,0.6708,,
2020/11/9,09:00,A,,4.7,0.92,20.03,0,22.1,28.6,35.1,0,,overcast,,,,,,,,,,,2.4669,,
2020/11/9,09:00,B,,4.73,0.92,20.05,0,21.85,30.6,35.1,1,high,overcast,,,,,,,,,,,0.9113,,
2020/11/9,10:00,A,,10.75,1.2,20.33,0,23.1,29.6,35.1,0,,overcast,,,?10??,,,,,,,,2.55622,,
2020/11/9,10:00,B,,10.75,1.2,20.33,0,22.6,31.1,34.85,1,high,overcast,,,?10??,,,,,,,,0.84355,,
2020/11/9,12:00,A,,10.88,1.18,20.75,0,23.6,29.6,35.1,0,,overcast,,,?5??,,,,,,,,2.03847,,
2020/11/9,12:00,B,,10.88,1.18,20.75,0,23.6,31.6,34.6,1,high,overcast,,,?5??,,,,,,,,0.41804,,
2020/11/9,14:00,A,,7.67,1.62,20.6,0,22.6,30.1,35.1,0,,overcast,,,5,,,,,,,,1.27234,,
2020/11/9,14:00,B,,7.67,1.62,20.6,0,22.6,31.85,33.6,1,high,overcast,,,5,,,,,,,,0.31514,,
2020/11/9,16:00,A,,1.1,0.98,20.4,0,21.6,29.1,35.1,0,,overcast,Inspection,,?5??,,,,,,,,,,
2020/11/9,16:00,B,,1.1,1.1,20.42,0,21.6,31.6,33.85,1,high,overcast,Inspection,,?5??,,,,,,,,,,
2020/11/10,06:00,A,,0,1.03,19,0,19.6,26.6,35.1,1,high,rainy,battery,,,,,,,,,,1.1934,,
2020/11/10,06:00,B,,0,0.97,19.03,0,20.1,23.6,32.1,0,,rainy,,,,,,,,,,,2.3478,,
2020/11/10,07:00,A,,0.47,0.93,19.22,0,20.6,28.1,35.6,1,high,rainy,,,,,,,,,,,0.60084,,
2020/11/10,07:00,B,,0.5,1.05,19.23,0,20.6,25.1,33.1,0,,rainy,,,,,,,,,,,0.7614,,
2020/11/10,08:00,A,,2.53,1.08,19,0,20.6,29.6,35.6,1,high,rainy,,,,,,,,,,,0.69528,,
2020/11/10,08:00,B,,2.53,1.08,19,0,20.85,25.6,33.1,0,,rainy,,,,,,,,,,,0.55212,,
2020/11/10,09:00,A,,5.52,1.05,19.4,0,21.1,30.1,35.6,1,high,rainy,,,,,,,,,,,0.9228,,
2020/11/10,09:00,B,,5.52,1.13,19.4,0,21.1,26.6,33.1,0,,rainy,,,,,,,,,,,0.59496,,
2020/11/10,10:00,A,,8.27,0.88,19.97,0,22.1,30.1,36.1,1,high,rainy,,,,,,,,,,,3.36638,,
2020/11/10,10:00,B,,8.27,0.88,19.97,0,22.1,27.6,33.6,0,,rainy,,,,,,,,,,,1.09473,,
2020/11/10,12:00,A,,19.45,1.68,20.95,0,24.1,31.6,36.1,1,high,overcast,,,,,,,,,,,2.91256,,
2020/11/10,12:00,B,,19.45,1.68,20.95,0,23.6,29.1,34.6,0,,overcast,,,,,,,,,,,0.89422,,
2020/11/10,14:00,A,,9.65,1.3,20.58,0,23.1,31.1,35.6,1,high,overcast,,,,,,,,,,,1.57156,,
2020/11/10,14:00,B,,9.65,1.3,20.58,0,22.1,29.1,33.6,0,,overcast,,,,,,,,,,,0.37184,,
2020/11/10,16:00,A,,1.52,1.12,20.12,0,21.6,31.1,35.6,1,high,overcast,battery,,,,,,,,,,,,
2020/11/10,16:00,B,,1.52,1.12,20.12,0,21.1,28.6,33.6,0,,overcast,battery,,,,,,,,,,,,
2020/11/11,06:00,A,,0.1,1.03,20.9,0,21.6,25.6,35.1,0,,cloudy,,,,693,9174,0.0755,552,95,,,2.91,0.004199134,
2020/11/11,06:00,B,,0.1,1.03,20.9,0,21.1,25.6,33.6,1,high,cloudy,battery,,,577,8428,0.0685,642,76,,,2.9928,0.005186828,
2020/11/11,07:00,A,,1.85,1.18,20.9,0,21.6,26.6,35.1,0,,cloudy,,,,457,9174,0.0498,534,129,,,2.55768,0.005596674,
2020/11/11,07:00,B,,1.8,1.23,20.9,0,21.6,28.6,34.1,1,high,cloudy,,,,339,8428,0.0402,373,61,,,0.7926,0.002338053,
2020/11/11,08:00,A,,17.23,1.55,22.47,0,22.6,26.1,35.1,0,,sunny,,,,382,9174,0.0416,398,163,,,2.76228,0.007231099,
2020/11/11,08:00,B,,17.23,1.55,22.47,0,22.85,30.6,34.1,1,high,sunny,,,,307,8428,0.0364,294,55,,,0.9762,0.003179805,
2020/11/11,09:00,A,,30.37,1.35,22.93,0,23.85,27.6,35.6,0,,cloudy,,,,177,9174,0.0193,356,145,,,1.49364,0.008438644,
2020/11/11,09:00,B,,30.37,1.35,22.93,0,24.1,31.6,35.1,1,high,cloudy,,,,173,8428,0.0205,244,83,,,1.31268,0.007587746,
2020/11/11,10:00,A,,25.13,1.22,22.97,0,24.1,28.6,35.6,0,,cloudy,,,,192,9174,0.0209,147,62,,,1.92851,0.010044318,
2020/11/11,10:00,B,,29.63,1.27,23.02,0,24.6,31.85,35.1,1,high,cloudy,battery,,,212,8428,0.0252,199,49,,,1.56584,0.007386021,
2020/11/11,12:00,A,,26.3,2,24.4,0,26.1,30.1,35.6,0,,cloudy,,,,214,9174,0.0233,292,103,,,1.56496,0.007312914,
2020/11/11,12:00,B,,26.3,2,24.4,0,25.35,33.1,35.1,1,high,cloudy,,,,135,8428,0.016,149,22,,,0.50296,0.003725657,
2020/11/11,14:00,A,,9.22,1.8,22.98,0,24.85,30.6,35.1,0,,cloudy,,,??,,9174,0,,,,,1.8264,,
2020/11/11,14:00,B,,9.17,1.62,22.95,0,24.6,33.6,35.6,1,high,cloudy,,,,147,8428,0.0174,119,14,,,0.2712,0.001844898,
2020/11/11,16:00,A,,3.43,1.38,22.1,0,23.1,29.1,35.1,0,,cloudy,feeding(pollen)/battery,,,187,9174,0.0204,205,51,,,,,
2020/11/11,16:00,B,,3.45,1.63,22.1,0,23.1,32.1,35.1,1,high,cloudy,feeding(pollen)/battery,,,102,8428,0.0121,112,11,,,,,
2020/11/12,06:00,A,,0,1.05,21.3,0,22.1,30.6,35.6,1,high,overcast,battery,,,594,9034,0.0658,525,61,,,5.68545,0.009571465,
2020/11/12,06:00,B,,0,1,21.3,0,22.1,26.1,33.1,0,,overcast,,,,568,8424,0.0674,550,65,,,3.92355,0.006907658,
2020/11/12,07:00,A,,0.85,0.75,21.4,0,23.1,31.1,36.1,1,high,overcast,,,,502,9034,0.0556,444,125,,,8.2704,0.0164749,
2020/11/12,07:00,B,,0.85,0.75,21.4,0,22.1,26.6,33.6,0,,overcast,,,,421,8424,0.05,424,,,,5.2338,0.012431829,
2020/11/12,08:00,A,,4.97,0.98,22.13,0,23.6,32.1,36.1,1,high,overcast,,,,346,9034,0.0383,454,,,,5.90652,0.017070867,
2020/11/12,08:00,B,,4.97,0.98,22.13,0,23.6,27.6,34.1,0,,overcast,,,,318,8424,0.0377,327,,,,4.8924,0.015384906,
2020/11/12,09:00,A,,7.98,1.15,22.4,0,24.1,32.6,35.6,1,high,overcast,,,?????QQ,234,9034,0.0259,296,,,,3.7548,0.016046154,
2020/11/12,09:00,B,,8.17,1.03,22.4,0,24.1,28.6,34.6,0,,overcast,,,,216,8424,0.0256,220,,,,3.45408,0.015991111,
2020/11/12,10:00,A,,14.18,1.15,21.88,0,23.85,32.6,36.1,1,high,overcast,,,,222,9034,0.0246,72,,,,3.67713,0.016563636,
2020/11/12,10:00,B,,16.22,1.28,21.93,0,23.6,28.6,34.6,0,,overcast,,,,145,8424,0.0172,46,,,,3.28527,0.022657053,
2020/11/12,12:00,A,,4.4,1.25,23.32,0,26.1,33.6,36.1,1,high,overcast,battery,,,369,9034,0.0408,,,,,3.27175,0.008866519,
2020/11/12,12:00,B,,4.4,1.25,23.32,0,25.6,29.6,35.1,0,,overcast,,,,110,8424,0.0131,255,,,,1.35627,0.012329752,
2020/11/12,14:00,A,,21.05,1.3,24,0,26.85,33.6,36.1,1,high,cloudy,,,,477,9034,0.0528,,,,,3.37904,0.007083934,
2020/11/12,14:00,B,,18.67,1.25,24.03,0,26.1,31.1,34.1,0,,cloudy,,,,347,8424,0.0412,,,,,1.16967,0.003370815,
2020/11/12,16:00,A,,1.27,0.9,22.68,0,24.6,33.1,36.1,1,high,overcast,battery,,,339,9034,0.0375,338,,,,,,
2020/11/12,16:00,B,,1.27,0.9,22.68,0,24.1,30.6,34.6,0,,overcast,battery,,,108,8424,0.0128,143,,,,,,
2020/11/13,06:00,A,,0,0.75,20.6,0,21.6,26.6,35.1,0,,rainy,,,,,,,,,,,1.57869,,
2020/11/13,06:00,B,,0,0.73,20.6,0,21.6,28.6,34.35,1,high,rainy,,,,,,,,,,,0.71897,,
2020/11/13,07:00,A,,0.7,0.77,20.6,0,22.1,27.1,35.1,0,,rainy,,,,,,,,,,,0.97272,,
2020/11/13,07:00,B,,0.72,0.95,20.6,0,21.6,29.6,35.1,1,high,rainy,,,,,,,,,,,0.39096,,
2020/11/13,08:00,A,,2.77,1.28,20.9,0,22.6,27.6,35.1,0,,rainy,,,,,,,,,,,,,
2020/11/13,08:00,B,,2.82,1.42,20.9,0,22.6,31.1,35.1,1,high,rainy,,,,,,,,,,,,,
2020/11/14,06:00,A,,0,0.8,20.3,0,21.35,26.6,34.6,0,,rainy,,,,,,,,,,,0.5436,,
2020/11/14,06:00,B,,0,0.8,20.3,0,21.6,29.1,34.1,1,high,rainy,,,,,,,,,,,0.42686,,
2020/11/14,07:00,A,,1.05,0.73,20.38,0.5,21.6,26.1,35.1,0,,rainy,,,,,,,,,,,0.47268,,
2020/11/14,07:00,B,,1.35,0.85,20.4,0,22.1,29.1,35.1,1,high,rainy,,,,,,,,,,,0.36408,,
2020/11/14,08:00,A,,5.23,1.47,20.83,0,22.1,27.1,35.1,0,,rainy,,,,,,,,,,,1.39968,,
2020/11/14,08:00,B,,5.52,1.53,20.67,0,22.6,29.6,35.1,1,high,rainy,,,,,,,,,,,1.28724,,
2020/11/14,09:00,A,,11.2,1.05,21.83,0,23.1,27.1,35.1,0,,overcast,,,,,,,,,,,2.82996,,
2020/11/14,09:00,B,,11.35,1.1,21.87,0,23.6,30.85,34.6,1,high,overcast,,,,,,,,,,,1.94352,,
2020/11/14,10:00,A,,13,1.47,22.43,0,24.1,28.6,35.1,0,,overcast,,,,,,,,,,,4.69664,,
2020/11/14,10:00,B,,13,1.47,22.43,0,24.1,31.1,35.6,1,high,overcast,battery,,,,,,,,,,1.97602,,
2020/11/14,12:00,A,,5.8,1.25,22.22,0,23.6,29.1,35.1,0,,,,,,,,,,,,,3.41253,,
2020/11/14,12:00,B,,5.8,1.25,22.22,0,24.1,31.6,35.1,1,high,,,,,,,,,,,,1.41044,,
2020/11/14,14:00,A,,10.97,1.1,22.12,0,23.6,28.6,35.6,0,,,,,,,,,,,,,1.86982,,
2020/11/14,14:00,B,,11.72,1.12,22.13,0,24.1,31.6,35.1,1,high,,,,,,,,,,,,0.5994,,
2020/11/14,16:00,A,,1.17,0.97,21.5,0,22.6,28.1,35.1,0,,,ibutton,,,,,,,,,,,,
2020/11/14,16:00,B,,1.17,0.97,21.5,0,23.1,31.6,34.6,1,high,,ibutton/battery,,,,,,,,,,,,
2020/11/18,06:00,A,,0.12,0.22,20.85,0,21.1,30.1,35.1,1,high,sunny,battery,,,356,8189,0.0435,377,,,,6.59177,0.018516212,
2020/11/18,06:00,B,,0.12,0.22,20.85,0,21.6,25.6,33.1,0,,sunny,,,,345,8403,0.0411,388,,,,6.72771,0.019500621,
2020/11/18,07:00,A,,1.85,0.1,20.9,0,23.1,30.6,35.6,1,high,sunny,,,,246,8189,0.03,209,,,,6.91668,0.028116585,
2020/11/18,07:00,B,,1.88,0.1,20.92,0,22.1,26.6,34.1,0,,sunny,,,,140,8403,0.0167,149,,,,3.7596,0.026854286,
2020/11/18,08:00,A,,15.9,0.22,26.38,0,24.1,32.1,36.1,1,high,sunny,,,,415,8189,0.0507,243,,,,6.82908,0.016455614,
2020/11/18,08:00,B,,15.9,0.22,26.38,0,23.6,28.1,34.1,0,,sunny,,,,310,8403,0.0369,197,,,,4.10532,0.013242968,
2020/11/18,09:00,A,,25.73,0.48,27.73,0,26.6,34.1,36.6,1,high,sunny,,,,289,8189,0.0353,243,,,,6.5784,0.02276263,
2020/11/18,09:00,B,,25.9,0.52,27.82,0,26.1,28.6,35.1,0,,sunny,,,?????QQ,136,8403,0.0162,144,,,,2.90196,0.021337941,
2020/11/18,10:00,A,,33.8,0.87,29.42,0,28.1,35.1,36.6,1,high,sunny,,,?5???00:08~,281,8189,0.0343,,,,,5.26783,0.018746721,
2020/11/18,10:00,B,,33.93,0.92,29.42,0,28.1,30.1,35.1,0,,sunny,,,?5??,128,8403,0.0152,130,,,,2.98211,0.023297768,
2020/11/18,12:00,A,,18.45,0.63,30.55,0,31.1,37.6,37.6,1,high,sunny,,,00:30,334,8189,0.0408,,,,,4.53458,0.013576592,
2020/11/18,12:00,B,,18.45,0.63,30.55,0,30.1,32.6,35.6,0,,sunny,,,00:50~,278,8403,0.0331,305,,,,3.41727,0.012292348,
2020/11/18,14:00,A,,25.15,0.63,31.25,0,32.1,37.6,37.6,1,high,sunny,,,,183,8189,0.0223,,,,,4.10809,0.022448584,
2020/11/18,14:00,B,,25.07,0.8,31.28,0,31.6,34.6,35.6,0,,sunny,,,,416,8403,0.0495,,,,,2.15744,0.005186145,
2020/11/18,16:00,A,,3.32,0.63,28.73,0,30.1,37.1,36.6,1,high,sunny,Inspection/battery,,00:14,108,8189,0.0132,,,,,,,
2020/11/18,16:00,B,,3.32,0.63,28.73,0,29.6,34.6,35.1,0,,sunny,Inspection/battery,,00:10,131,8403,0.0156,180,,,,,,
2020/11/19,06:00,A,,0.08,0.25,20.6,0,22.1,26.1,35.1,0,,sunny,,,,399,8189,0.0487,400,,,,4.65051,0.011655424,
2020/11/19,06:00,B,,0.12,0.25,20.62,0,21.6,31.6,35.6,1,high,sunny,battery,,,380,8403,0.0452,417,,,,5.90126,0.015529624,
2020/11/19,07:00,A,,1.52,0.52,21.3,0,22.6,26.6,35.6,0,,sunny,,,,334,8189,0.0408,238,,,,5.26056,0.01575018,
2020/11/19,07:00,B,,1.53,0.47,21.35,0,22.1,32.6,35.6,1,high,sunny,,,,194,8403,0.0231,154,,,,5.02692,0.025911959,
2020/11/19,08:00,A,,15.98,0.4,24.85,0,24.1,27.6,35.6,0,,sunny,,,,417,8189,0.0509,292,,,,7.34676,0.017618129,
2020/11/19,08:00,B,,15.98,0.4,24.85,0,23.6,32.6,35.6,1,high,sunny,,,,254,8403,0.0302,224,,,,6.31884,0.024877323,
2020/11/19,09:00,A,,25.97,0.42,27.42,0,25.85,29.1,35.85,0,,sunny,,,,181,8189,0.0221,202,,,,5.37852,0.02971558,
2020/11/19,09:00,B,,25.97,0.42,27.42,0,26.1,34.1,36.1,1,high,sunny,,,,211,8403,0.0251,195,,,,3.97212,0.018825213,
2020/11/19,10:00,A,,33.23,0.68,29.1,0,27.6,31.6,36.1,0,,sunny,,,,281,8189,0.0343,219,,,,4.55018,0.016192818,
2020/11/19,10:00,B,,33.23,0.68,29.1,0,27.6,35.35,36.1,1,high,sunny,,,,224,8403,0.0267,175,,,,3.07276,0.013717695,
2020/11/19,12:00,A,,35.97,1.02,31.45,0,32.1,35.6,37.1,0,,sunny,,,,295,8189,0.036,291,,,,5.60716,0.019007334,
2020/11/19,12:00,B,,35.97,1.02,31.45,0,31.1,36.6,37.1,1,high,sunny,,,00:30~,252,8403,0.03,308,,,,3.75365,0.014895455,
2020/11/19,14:00,A,,26.57,0.87,29.97,0,31.1,36.1,37.1,0,,sunny,,,?5??,322,8189,0.0393,,,,,5.14349,0.015973558,
2020/11/19,14:00,B,,26.57,0.87,29.97,0,31.1,37.6,37.1,1,high,sunny,,,?5??,158,8403,0.0188,,,,,2.74806,0.017392767,
2020/11/19,16:00,A,,3.38,0.88,28.43,0,29.6,35.6,36.6,0,,sunny,ibutton,,,200,8189,0.0244,229,80,,,,,
2020/11/19,16:00,B,,3.38,0.87,28.4,0,29.1,37.1,36.6,1,high,sunny,ibutton,,,160,8403,0.019,216,62,,,,,
